idx,count
0,14
1,16
2,9
3,11
4,18
5,13
6,13
7,18
8,17
9,22
10,15
11,11
12,19
13,15
14,7
15,16
16,20
17,24
18,17
19,25
20,35
21,21
22,14
23,21
24,30
25,15
26,21
27,27
28,13
29,27
30,19
31,28
32,17
33,20
34,19
35,17
36,20
37,9
38,16
39,26
40,21
41,15
42,18
43,31
44,10
45,14
46,15
47,12
48,34
49,19
50,16
51,22
52,15
53,24
54,19
55,19
56,25
57,22
58,29
59,14
60,20
61,22
62,23
63,20
64,23
65,14
66,7
67,20
68,11
69,19
70,12
71,18
72,26
73,11
74,18
75,9
76,19
77,16
78,11
79,20
80,22
81,26
82,23
83,24
84,15
85,23
86,21
87,26
88,24
89,15
90,23
91,14
92,20
93,29
94,22
95,25
96,15
97,16
98,19
99,13
100,12
101,21
102,9
103,16
104,18
105,17
106,12
107,24
108,24
109,22
110,14
111,12
112,29
113,17
114,18
115,12
116,11
117,20
118,20
119,23
120,34
121,23
122,27
123,17
124,14
125,15
126,13
127,23
128,22
129,28
130,18
131,12
132,12
133,13
134,13
135,18
136,25
137,24
138,20
139,15
140,17
141,16
142,18
143,16
144,20
145,13
146,12
147,13
148,19
149,16
150,23
151,21
152,21
153,22
154,11
155,13
156,16
157,25
158,12
159,17
160,21
161,26
162,23
163,12
164,14
165,15
166,15
167,26
168,31
169,35
170,20
171,20
172,15
173,26
174,24
175,20
176,18
177,20
178,15
179,11
180,22
181,15
182,24
183,18
184,23
185,28
186,19
187,21
188,23
189,26
190,15
191,19
192,18
193,18
194,18
195,21
196,14
197,27
198,18
199,22
200,30
201,10
202,13
203,19
204,21
205,15
206,18
207,15
208,18
209,13
210,16
211,14
212,18
213,17
214,18
215,21
216,21
217,16
218,15
219,15
220,14
221,16
222,14
223,23
224,11
225,19
226,14
227,15
228,16
229,16
230,12
231,17
232,17
233,12
234,14
235,10
236,10
237,19
238,16
239,25
240,13
241,13
242,17
243,15
244,12
245,16
246,12
247,13
248,18
249,14
250,22
251,17
252,19
253,20
254,12
255,15
256,20
257,19
258,23
259,22
260,20
261,15
262,14
263,18
264,24
265,14
266,13
267,18
268,21
269,10
270,20
271,16
272,14
273,17
274,14
275,25
276,15
277,18
278,18
279,21
280,21
281,27
282,12
283,14
284,13
285,24
286,17
287,14
288,21
289,15
290,22
291,15
292,20
293,20
294,12
295,16
296,25
297,14
298,21
299,19
300,21
301,12
302,23
303,21
304,16
305,20
306,20
307,28
308,21
309,20
310,21
311,17
312,16
313,16
314,26
315,21
316,25
317,11
318,23
319,23
320,20
321,15
322,15
323,14
324,14
325,18
326,26
327,32
328,23
329,15
330,20
331,14
332,10
333,19
334,18
335,17
336,27
337,25
338,17
339,17
340,13
341,15
342,9
343,21
344,23
345,21
346,15
347,17
348,16
349,22
350,14
351,30
352,15
353,11
354,14
355,16
356,11
357,12
358,21
359,14
360,14
361,10
362,21
363,20
364,14
365,21
366,11
367,12
368,26
369,13
370,16
371,15
372,17
373,27
374,14
375,18
376,23
377,21
378,10
379,26
380,14
381,19
382,19
383,22
384,25
385,17
386,13
387,15
388,19
389,17
390,18
391,18
392,20
393,26
394,20
395,28
396,17
397,22
398,19
399,24
400,27
401,13
402,16
403,24
404,13
405,21
406,19
407,19
408,20
409,26
410,15
411,12
412,13
413,25
414,22
415,24
416,19
417,20
418,18
419,23
420,20
421,27
422,24
423,28
424,18
425,26
426,17
427,24
428,18
429,15
430,21
431,23
432,19
433,18
434,14
435,27
436,22
437,22
438,20
439,15
440,34
441,19
442,14
443,20
444,17
445,17
446,13
447,22
448,16
449,19
450,19
451,21
452,18
453,17
454,13
455,24
456,22
457,29
458,16
459,22
460,16
461,21
462,15
463,19
464,18
465,19
466,10
467,26
468,9
469,13
470,11
471,25
472,18
473,27
474,21
475,26
476,15
477,23
478,18
479,26
480,16
481,24
482,15
483,20
484,21
485,21
486,14
487,23
488,22
489,27
490,18
491,18
492,16
493,22
494,13
495,19
496,25
497,14
498,16
499,11
500,7
501,22
502,17
503,13
504,21
505,19
506,12
507,23
508,22
509,24
510,23
511,21
512,24
513,16
514,21
515,14
516,17
517,13
518,20
519,29
520,25
521,19
522,17
523,24
524,15
525,23
526,22
527,22
528,18
529,21
530,18
531,13
532,17
533,21
534,23
535,25
536,32
537,22
538,14
539,24
540,23
541,18
542,21
543,27
544,18
545,23
546,15
547,13
548,22
549,16
550,16
551,18
552,23
553,29
554,28
555,17
556,29
557,21
558,17
559,22
560,24
561,22
562,21
563,30
564,18
565,23
566,14
567,33
568,21
569,16
570,18
571,22
572,20
573,27
574,20
575,27
576,19
577,15
578,11
579,11
580,13
581,18
582,11
583,15
584,20
585,24
586,13
587,24
588,23
589,16
590,18
591,20
592,19
593,18
594,14
595,15
596,11
597,14
598,21
599,16
600,20
601,15
602,22
603,13
604,22
605,18
606,16
607,25
608,20
609,13
610,9
611,16
612,8
613,18
614,8
615,14
616,18
617,13
618,11
619,27
620,14
621,12
622,17
623,16
624,29
625,20
626,18
627,22
628,13
629,19
630,23
631,28
632,22
633,20
634,20
635,15
636,14
637,24
638,26
639,28
640,29
641,25
642,24
643,22
644,20
645,12
646,17
647,22
648,22
649,22
650,16
651,18
652,26
653,22
654,25
655,18
656,11
657,8
658,22
659,20
660,21
661,22
662,13
663,14
664,23
665,17
666,15
667,18
668,16
669,14
670,18
671,17
672,22
673,27
674,17
675,18
676,21
677,29
678,31
679,22
680,31
681,18
682,23
683,20
684,24
685,24
686,24
687,23
688,19
689,15
690,25
691,13
692,30
693,17
694,15
695,21
696,21
697,22
698,18
699,21
700,28
701,19
702,24
703,24
704,25
705,30
706,16
707,26
708,14
709,32
710,14
711,19
712,22
713,22
714,19
715,21
716,20
717,17
718,23
719,12
720,19
721,17
722,23
723,16
724,12
725,11
726,14
727,15
728,22
729,21
730,19
731,12
732,18
733,17
734,11
735,20
736,23
737,22
738,15
739,22
740,22
741,25
742,15
743,21
744,25
745,31
746,24
747,24
748,20
749,20
750,19
751,20
752,20
753,14
754,16
755,16
756,16
757,13
758,14
759,8
760,19
761,11
762,21
763,19
764,11
765,31
766,13
767,17
768,14
769,16
770,20
771,21
772,14
773,19
774,17
775,15
776,20
777,17
778,18
779,34
780,11
781,18
782,16
783,25
784,20
785,21
786,11
787,26
788,20
789,27
790,17
791,23
792,23
793,28
794,12
795,18
796,19
797,22
798,18
799,33
800,28
801,18
802,11
803,17
804,20
805,18
806,11
807,18
808,22
809,29
810,22
811,18
812,17
813,19
814,18
815,21
816,19
817,16
818,19
819,24
820,16
821,28
822,21
823,27
824,15
825,28
826,25
827,20
828,21
829,22
830,14
831,24
832,18
833,16
834,16
835,14
836,18
837,20
838,20
839,28
840,27
841,19
842,19
843,19
844,20
845,23
846,13
847,25
848,23
849,17
850,20
851,23
852,23
853,18
854,14
855,20
856,25
857,13
858,26
859,18
860,16
861,30
862,18
863,25
864,16
865,18
866,19
867,15
868,12
869,12
870,13
871,13
872,17
873,20
874,12
875,16
876,17
877,18
878,21
879,19
880,25
881,24
882,22
883,17
884,14
885,16
886,17
887,24
888,18
889,21
890,22
891,29
892,18
893,28
894,20
895,26
896,22
897,21
898,30
899,16
900,18
901,21
902,13
903,28
904,26
905,32
906,23
907,23
908,20
909,16
910,19
911,20
912,28
913,12
914,10
915,13
916,13
917,18
918,18
919,24
920,29
921,13
922,13
923,20
924,19
925,14
926,15
927,27
928,22
929,18
930,14
931,16
932,19
933,20
934,20
935,20
936,25
937,24
938,19
939,32
940,15
941,30
942,21
943,17
944,29
945,22
946,17
947,23
948,16
949,19
950,22
951,20
952,28
953,25
954,18
955,23
956,12
957,25
958,23
959,16
960,25
961,12
962,19
963,15
964,16
965,17
966,18
967,27
968,20
969,20
970,25
971,22
972,20
973,19
974,19
975,21
976,19
977,16
978,15
979,19
980,18
981,13
982,16
983,16
984,21
985,20
986,23
987,13
988,15
989,19
990,16
991,18
992,21
993,21
994,12
995,14
996,20
997,17
998,19
999,24
1000,30
1001,19
1002,26
1003,31
1004,16
1005,14
1006,23
1007,20
1008,19
1009,13
1010,20
1011,19
1012,13
1013,18
1014,15
1015,19
1016,21
1017,18
1018,17
1019,16
1020,15
1021,9
1022,22
1023,19
1024,21
1025,24
1026,19
1027,13
1028,18
1029,13
1030,13
1031,20
1032,17
1033,13
1034,19
1035,16
1036,15
1037,21
1038,24
1039,18
1040,29
1041,22
1042,16
1043,22
1044,17
1045,20
1046,29
1047,27
1048,18
1049,28
1050,28
1051,23
1052,25
1053,13
1054,14
1055,21
1056,25
1057,12
1058,16
1059,14
1060,24
1061,17
1062,24
1063,23
1064,19
1065,18
1066,17
1067,19
1068,14
1069,21
1070,24
1071,19
1072,25
1073,16
1074,19
1075,25
1076,15
1077,35
1078,23
1079,27
1080,27
1081,31
1082,34
1083,17
1084,27
1085,21
1086,29
1087,30
1088,17
1089,12
1090,15
1091,10
1092,11
1093,16
1094,19
1095,21
1096,16
1097,18
1098,13
1099,25
1100,19
1101,12
1102,26
1103,12
1104,26
1105,14
1106,15
1107,15
1108,19
1109,23
1110,17
1111,21
1112,19
1113,20
1114,22
1115,20
1116,18
1117,21
1118,19
1119,26
1120,25
1121,13
1122,13
1123,12
1124,13
1125,17
1126,18
1127,10
1128,29
1129,15
1130,14
1131,17
1132,16
1133,17
1134,14
1135,15
1136,17
1137,21
1138,20
1139,12
1140,19
1141,17
1142,23
1143,24
1144,23
1145,19
1146,17
1147,23
1148,16
1149,27
1150,18
1151,15
1152,18
1153,21
1154,23
1155,16
1156,13
1157,17
1158,19
1159,29
1160,25
1161,21
1162,17
1163,28
1164,19
1165,26
1166,21
1167,30
1168,20
1169,17
1170,18
1171,25
1172,18
1173,28
1174,15
1175,16
1176,24
1177,14
1178,13
1179,24
1180,18
1181,17
1182,30
1183,15
1184,29
1185,23
1186,27
1187,19
1188,17
1189,22
1190,20
1191,28
1192,26
1193,18
1194,25
1195,25
1196,23
1197,23
1198,26
1199,28
1200,18
1201,21
1202,15
1203,21
1204,16
1205,20
1206,26
1207,20
1208,21
1209,21
1210,16
1211,23
1212,21
1213,13
1214,25
1215,29
1216,19
1217,21
1218,15
1219,28
1220,13
1221,16
1222,19
1223,28
1224,22
1225,29
1226,21
1227,19
1228,22
1229,19
1230,22
1231,21
1232,22
1233,24
1234,11
1235,15
1236,15
1237,15
1238,12
1239,19
1240,17
1241,19
1242,18
1243,14
1244,18
1245,17
1246,25
1247,22
1248,18
1249,20
1250,26
1251,21
1252,17
1253,16
1254,23
1255,17
1256,27
1257,20
1258,13
1259,18
1260,23
1261,21
1262,21
1263,14
1264,17
1265,15
1266,12
1267,16
1268,10
1269,19
1270,12
1271,25
1272,13
1273,19
1274,11
1275,13
1276,16
1277,28
1278,16
1279,22
1280,16
1281,11
1282,15
1283,19
1284,17
1285,16
1286,18
1287,15
1288,17
1289,10
1290,14
1291,16
1292,11
1293,19
1294,18
1295,19
1296,28
1297,16
1298,18
1299,26
1300,29
1301,24
1302,30
1303,26
1304,22
1305,22
1306,24
1307,29
1308,22
1309,21
1310,13
1311,16
1312,16
1313,20
1314,16
1315,21
1316,21
1317,18
1318,18
1319,23
1320,19
1321,13
1322,21
1323,20
1324,17
1325,23
1326,25
1327,23
1328,20
1329,25
1330,18
1331,21
1332,20
1333,24
1334,15
1335,29
1336,23
1337,25
1338,22
1339,29
1340,22
1341,18
1342,25
1343,22
1344,12
1345,18
1346,13
1347,11
1348,15
1349,20
